"","country","year","ciri","cow","polity","unctry","unreg","unsubreg","human_rights_score","physint_sum","repression_sum","civpol_sum","workerrights_practices_sum","workerrights_laws_sum","disap","kill","polpris","tort","bbatrocity","bbatrocity_intensity","assn","formov","dommov","speech","elecsd","rel_free","wecon","wopol","wosoc_p","union_p","barg_p","hour_p","force_p","child_p","wage_p","safe_p","trafficking_p","injud","ngo_freedom","trial_p","wosoc_l","union_l","barg_l","hour_l","force_l","child_l","wage_l","safe_l","trafficking_l","trial_l","avg_kill3","avg_disap3","avg_polpris3","avg_tort3","avg_bbatrocity_intensity3","avg_speech3","avg_rel_free3","avg_dommov3","avg_formov3","avg_assn3","avg_elecsd3","avg_wopol3","avg_wosoc_l3","avg_wosoc_p3","avg_wecon3","avg_union_l3","avg_union_p3","avg_barg_l3","avg_barg_p3","avg_force_l3","avg_force_p3","avg_child_l3","avg_child_p3","avg_wage_l3","avg_wage_p3","avg_safe_l3","avg_safe_p3","avg_hour_l3","avg_hour_p3","avg_trafficking_l3","avg_trafficking_p3","avg_trial_l3","avg_trial_p3","avg_injud3","wopol_two","wecon_two","wosoc_two","trial_two","atrocity_hrscore","hrscore","hrscorex2"
"3668","Spain",2001,593,230,230,724,150,39,NA,5,12,5,12,13,0,2,2,1,0,NA,2,2,2,2,2,1,2,2,NA,2,1,2,2,2,2,1,0,2,NA,2,NA,2,1,2,2,2,2,2,2,2,2,0,1.66666666666667,1,NA,2,1.33333333333333,2,2,2,2,2,NA,NA,2,2,2,1,1,2,1.66666666666667,2,2,2,2,2,1,2,2,2,0.333333333333333,NA,NA,2,1,1,NA,1,2,35,70
"3669","Japan",2001,359,740,740,392,142,30,NA,7,13,6,12,13,2,2,2,1,0,NA,2,2,2,2,2,2,1,2,NA,2,1,2,1,2,2,2,0,2,NA,0,NA,2,1,2,2,2,2,2,1,1,2,2,2,1,NA,2,2,2,2,2,2,2,NA,NA,1.33333333333333,2,2,1,1,2,1,2,2,2,2,2,2,2,1.33333333333333,1.66666666666667,0.666666666666667,1,0.666666666666667,2,1,NA,NA,NA,2,36,72
"3670","Ghana",2001,302,452,452,288,2,11,NA,5,9,3,5,9,2,1,1,1,0,NA,1,2,1,1,2,1,2,2,NA,2,1,1,0,0,0,1,0,1,NA,1,NA,1,1,1,1,2,1,2,0,3,1.33333333333333,2,1.33333333333333,0.666666666666667,NA,1,1.33333333333333,1,2,1,1.66666666666667,2,NA,NA,1.33333333333333,1,2,1,1,1,0,2,0,1,0,2,1,1,1.33333333333333,0,0.333333333333333,2.66666666666667,0.666666666666667,1,1,1,NA,NA,2,23,46
"3671","Lebanon",2001,392,660,660,422,142,145,NA,4,9,4,5,6,2,2,0,0,0,NA,1,0,2,1,1,2,1,1,NA,1,2,1,0,0,0,1,1,1,NA,1,NA,1,2,1,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1.66666666666667,0,0.333333333333333,0,0,1,0,1,1,1,1,1,1.66666666666667,2,0.666666666666667,NA,NA,NA,NA,NA,2,20,40
"3672","Solomon Islands",2001,581,940,940,90,9,54,NA,6,12,6,9,11,2,2,2,0,0,NA,2,2,2,2,2,2,1,1,NA,2,1,1,2,1,0,2,NA,NA,NA,0,NA,2,2,1,2,1,1,2,NA,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,1,1,1,0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29,58
"3673","Cyprus",2001,236,352,352,196,142,145,NA,7,15,6,8,10,2,2,2,1,0,NA,2,1,0,2,2,2,2,2,NA,1,1,1,1,2,1,1,0,2,NA,2,NA,1,1,2,2,2,1,1,1,3,2,2,2,1,NA,2,2,0,1,2,2,2,NA,NA,2,1.66666666666667,1,1,1,2,1.33333333333333,2,2,1,1,1,1,2,1.66666666666667,0.333333333333333,0.666666666666667,3,2,2,1,1,NA,1,2,31,62
"3674","Benin",2001,155,434,434,204,2,11,NA,7,13,5,7,10,2,2,2,1,0,NA,2,2,1,1,2,2,1,2,NA,2,2,1,0,0,1,1,0,1,NA,1,NA,2,2,1,1,2,1,1,1,3,2,2,2,1.33333333333333,NA,1.33333333333333,2,1,2,2,2,2,NA,NA,1,2,2,2,2,1.33333333333333,0,2,0,1,1,1,0.333333333333333,1,1,1.33333333333333,0,2.66666666666667,1,1,1,NA,NA,NA,2,28,56
"3675","Antigua and Barbuda",2001,116,58,58,28,419,29,NA,7,13,5,8,8,2,2,2,1,0,NA,2,2,2,1,1,2,2,1,NA,2,1,1,2,1,1,0,NA,2,NA,1,NA,2,1,1,2,1,1,0,NA,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,1,1,1,0,0,1,1.33333333333333,NA,NA,3,2,2,NA,1,NA,NA,2,30,60
"3676","Turkmenistan",2001,644,701,701,795,142,62,NA,6,6,0,3,6,2,2,1,1,0,NA,0,1,0,0,0,0,1,2,NA,0,0,1,1,1,0,0,1,0,NA,0,NA,0,0,2,2,2,0,0,0,1,1.66666666666667,2,1,0.333333333333333,NA,0,0,0.333333333333333,1,0.666666666666667,0,2,NA,NA,1,0,0,0,0,2,1.66666666666667,2,1,0,0,0,0,2,1.66666666666667,0.333333333333333,1,NA,NA,0,1,NA,NA,NA,2,14,28
"3677","Slovenia",2001,578,349,349,705,150,39,NA,8,15,5,13,13,2,2,2,2,0,NA,2,2,2,1,2,2,2,2,NA,2,1,2,2,2,2,2,0,2,NA,2,NA,2,1,2,2,2,2,2,1,3,2,2,2,1.66666666666667,NA,1,2,2,2,2,1.66666666666667,2,NA,NA,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1.66666666666667,1,NA,NA,2,1,1,NA,1,2,39,78
"3678","Uganda",2001,650,500,500,800,2,14,NA,3,5,2,2,9,2,1,0,0,0,NA,0,1,1,1,1,1,NA,2,NA,1,1,0,0,0,0,0,0,1,NA,0,NA,1,1,1,2,2,1,1,2,2,0.666666666666667,2,0,0,NA,1,1,1,1,0,0.666666666666667,2,NA,NA,NA,1,1,1,1,2,0,2,0,1,0,0.666666666666667,0,1,0.666666666666667,2,0.666666666666667,NA,NA,1,1,NA,NA,NA,2,14,28
"3679","Angola",2001,113,540,540,17,2,17,NA,1,4,2,2,8,0,0,1,0,1,2,0,1,0,0,0,2,1,2,NA,0,0,1,1,0,0,0,1,0,NA,1,NA,1,1,2,0,2,1,1,0,3,0,0,1.33333333333333,0,2,0,2,0,1.33333333333333,0.333333333333333,0,2,NA,NA,1,1,0,1,0,0,1,2,0,1,0,1,0,2,0.666666666666667,1,0.333333333333333,2.33333333333333,0.333333333333333,0,1,NA,NA,NA,0,8,16
"3680","Eswatini",2001,605,572,572,748,2,18,NA,7,10,3,6,9,2,2,2,1,0,NA,0,0,2,1,0,2,1,2,NA,1,1,1,1,0,2,0,2,1,NA,0,NA,1,1,1,2,1,2,1,0,1,1.66666666666667,2,1.33333333333333,1,NA,0.333333333333333,1.66666666666667,2,0,0,0,2,NA,NA,1,1,1,1,1,2,1.33333333333333,1,0,2,2,1,0,1,1,0,1.66666666666667,NA,NA,1,1,NA,NA,NA,2,24,48
"3681","Zimbabwe",2001,698,552,552,716,2,14,NA,3,3,0,3,8,1,1,1,0,0,NA,0,1,0,0,1,0,1,2,NA,1,0,1,1,0,0,0,0,1,NA,0,NA,1,1,1,2,1,1,1,1,3,1.33333333333333,1.33333333333333,1.66666666666667,0,NA,0.333333333333333,1.33333333333333,0.333333333333333,1,0,0.666666666666667,2,NA,NA,1,1,1,1,0,2,1.33333333333333,1,0,1,0,1,0,1,0.333333333333333,1,1,NA,NA,1,1,NA,NA,NA,2,12,24
"3682","Romania",2001,527,360,360,642,150,151,NA,6,11,3,5,10,2,2,2,0,0,NA,2,2,2,1,2,0,1,2,NA,0,0,2,2,0,1,0,0,1,NA,2,NA,1,1,2,2,2,1,1,2,3,1.33333333333333,2,2,0.333333333333333,NA,1,0.666666666666667,2,2,1.66666666666667,1.66666666666667,2,NA,NA,1,1,0.666666666666667,1,0,2,1.33333333333333,2,0,1,1,1,0,2,2,0.666666666666667,0,NA,NA,1,1,NA,NA,1,2,25,50
"3683","Congo, Democratic Republic of",2001,218,490,490,180,2,17,NA,0,1,1,4,9,0,0,0,0,1,3,0,1,0,0,0,1,1,1,NA,1,0,1,1,1,0,0,0,0,NA,0,NA,2,1,1,1,2,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0.666666666666667,1,1,2,1,1,0,1,0,1,1,1,1,1.33333333333333,0,NA,NA,NA,NA,NA,0,6,12
"3684","Burma",2001,182,775,775,104,142,35,NA,1,1,0,0,5,0,1,0,0,0,NA,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,1,1,1,1,1,NA,0,0.666666666666667,0,0,0,NA,0,0.333333333333333,0,0,0,0,0,NA,NA,1.33333333333333,0,0,0,0,1,0,1,0,1,0,1,0,1,0,NA,NA,0,0,0,NA,1,NA,NA,2,4,8
"3685","Pakistan",2001,497,770,770,586,142,62,NA,1,3,2,1,7,1,0,0,0,1,2,0,1,1,2,1,0,0,2,NA,0,0,1,0,0,0,0,0,0,NA,0,NA,1,1,1,1,1,1,1,1,0,0,1.33333333333333,0,0,2,1.66666666666667,0,1,1,0.666666666666667,0.666666666666667,1.33333333333333,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0.333333333333333,1,0,NA,NA,0.333333333333333,1,NA,NA,NA,0,8,16
"3686","Cote d'Ivoire",2001,227,437,437,384,2,11,NA,2,5,3,6,11,1,0,1,0,1,1,1,1,0,1,1,1,2,2,NA,2,1,1,0,1,0,1,0,1,NA,0,NA,2,1,1,2,2,1,2,0,2,0,1.33333333333333,0.333333333333333,0.333333333333333,1.33333333333333,1,1,0,1,1,1,2,NA,NA,2,2,1.33333333333333,1,1,1.33333333333333,0.666666666666667,2,1,1,0,2,1.33333333333333,1,1.33333333333333,0,0,1.66666666666667,0,1,1,1,NA,NA,0,16,32
"3687","Libya",2001,401,620,620,434,2,15,NA,1,1,0,2,4,1,0,0,0,1,2,0,0,2,0,0,0,1,1,NA,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,1,0,2,0,1,1,0,0.666666666666667,1.66666666666667,0,0.333333333333333,NA,0,0,1.66666666666667,0,0,0,1,NA,NA,1,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0.333333333333333,0.333333333333333,0,0,0,NA,NA,NA,NA,0,5,10
"3688","Singapore",2001,572,830,830,702,142,35,NA,7,12,3,8,8,2,2,2,1,0,NA,1,1,1,1,1,1,2,2,NA,1,2,1,1,1,0,2,0,1,NA,2,NA,1,2,1,1,1,0,2,2,2,2,2,1.33333333333333,1,NA,1,1,1,1,0.333333333333333,1,2,NA,NA,2,1,1,2,2,1,1,1,1,0,0,2,2,1,1,2,0.666666666666667,NA,NA,1,1,1,NA,1,2,27,54
"3689","Peru",2001,512,135,135,604,419,5,NA,3,9,5,7,8,2,1,0,0,0,NA,2,1,2,2,2,1,2,2,NA,1,1,1,2,0,1,1,1,1,NA,1,NA,1,1,1,2,1,1,1,1,2,1,1.66666666666667,0.333333333333333,0,NA,1.33333333333333,1.33333333333333,1.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,2,NA,NA,2,1,0.333333333333333,1,0.333333333333333,2,1.33333333333333,1,0,1,0.333333333333333,1,1,1,0.666666666666667,1,1.66666666666667,NA,NA,1,1,1,NA,NA,2,26,52
"3690","Brazil",2001,170,140,140,76,419,5,NA,3,8,5,3,9,2,0,1,0,1,1,1,2,2,2,2,2,1,2,NA,1,1,1,0,0,0,0,0,1,NA,0,NA,1,1,1,2,2,1,1,2,2,0,2,1,0,1.33333333333333,2,2,1.66666666666667,2,1.66666666666667,2,2,NA,NA,1,1,1,1,1,2,0,2,0,1,0.666666666666667,1,0,1,1,1.66666666666667,0,2,0.666666666666667,1,1,NA,NA,NA,0,19,38
"3691","Iraq",2001,344,645,645,368,142,145,NA,0,0,0,2,4,0,0,0,0,1,3,0,0,0,0,0,0,1,1,NA,0,0,1,0,0,0,1,NA,0,NA,0,NA,0,0,1,1,1,0,1,NA,1,0,0,0,0,3,0,0,0,0,0,0,1,NA,NA,0.333333333333333,0,0,0,0,1,0,1,0,0,0,1,1,1,1,NA,NA,0.333333333333333,0,0,NA,NA,NA,NA,0,2,4
"3692","Laos",2001,386,812,812,418,142,35,NA,4,4,0,6,8,2,2,0,0,0,NA,0,1,1,0,0,0,2,2,NA,1,0,0,2,1,1,1,0,0,NA,0,NA,1,0,1,2,2,1,1,2,2,1.66666666666667,1.66666666666667,0.333333333333333,0.666666666666667,NA,0,0,1,1,0.333333333333333,0,2,NA,NA,2,1,1,0,0,2,1.66666666666667,2,1,1,1,1,1,1,0,2,0,2,0,0,1,1,NA,NA,2,16,32
"3693","Chile",2001,206,155,155,152,419,5,NA,6,12,5,8,11,2,2,2,0,0,NA,2,2,2,2,2,1,1,2,NA,1,1,1,2,1,1,1,2,2,NA,1,NA,2,1,1,2,2,1,2,1,3,1.33333333333333,2,1.33333333333333,0,NA,2,1.66666666666667,2,2,2,2,2,NA,NA,1,2,1.33333333333333,1,0.666666666666667,2,2,2,1,1,1,2,1,1,1,0.666666666666667,2,2.33333333333333,0.666666666666667,1.66666666666667,1,NA,NA,NA,2,32,64
"3694","Slovak Republic",2001,575,317,317,703,150,151,NA,7,11,3,11,11,2,2,2,1,0,NA,2,2,1,1,2,0,1,2,NA,2,1,1,2,2,1,2,0,1,NA,1,NA,2,1,1,2,2,1,2,2,3,2,2,2,0.666666666666667,NA,1,1.33333333333333,1,2,2,1.66666666666667,2,NA,NA,1.33333333333333,2,2,1,1,2,1.66666666666667,2,2,1,1,2,2,1,1,2,0.666666666666667,NA,NA,1,1,NA,NA,NA,2,30,60
"3695","Paraguay",2001,509,150,150,600,419,5,NA,5,10,5,4,10,2,1,2,0,0,NA,1,1,2,2,2,2,1,2,NA,1,1,1,1,0,0,0,1,1,NA,0,NA,1,2,1,2,1,1,2,1,2,1,2,1.66666666666667,0,NA,2,2,2,1.66666666666667,1.33333333333333,2,2,NA,NA,1,1,1,2,1,2,1,1,0,1.33333333333333,0,2,0,1,0.666666666666667,1,1,NA,NA,1,1,NA,NA,NA,2,24,48
"3696","Iceland",2001,332,395,395,352,150,154,NA,8,16,6,14,14,2,2,2,2,0,NA,2,2,2,2,2,2,2,3,NA,2,2,2,2,2,2,2,1,2,NA,2,NA,2,2,2,2,2,2,2,2,3,2,2,2,2,NA,2,2,2,2,2,2,3,NA,NA,2,2,2,2,2,2,2,1.66666666666667,1.66666666666667,2,2,2,2,2,2,2,1,3,2.66666666666667,2,2,1,NA,1,2,43,86
"3697","Germany",2001,299,255,260,276,150,155,NA,7,12,3,12,12,2,2,2,1,0,NA,1,2,2,1,2,1,2,3,NA,2,1,1,2,2,2,2,0,2,NA,2,NA,2,1,1,2,2,2,2,2,3,2,2,1.66666666666667,1.33333333333333,NA,1,1,2,2,1,2,3,NA,NA,2,2,2,1,1.33333333333333,2,2,2,2,2,2,2,2,1,1,2,0,3,2.33333333333333,2,2,1,NA,1,2,36,72
"3698","Dominica",2001,251,54,54,212,419,29,NA,7,16,6,10,11,2,2,2,1,0,NA,2,2,2,2,2,2,2,2,NA,2,1,1,2,1,1,2,NA,2,NA,3,NA,2,2,1,2,1,1,2,NA,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,1,1,1,1,2,2,1,1,NA,NA,3,2.66666666666667,2,1,1,NA,2,2,37,74
"3699","Saint Kitts and Nevis",2001,536,60,60,659,419,29,NA,7,13,5,9,8,2,2,2,1,0,NA,2,2,2,1,1,2,2,2,NA,1,1,1,2,2,1,1,NA,2,NA,1,NA,1,0,1,2,2,1,1,NA,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,0,1,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,2,1,1,NA,NA,2,32,64
"3700","Burundi",2001,185,516,516,108,2,14,NA,1,3,2,7,10,1,0,0,0,1,2,0,1,1,0,0,2,1,2,NA,2,1,1,1,1,1,0,2,0,NA,0,NA,2,1,2,1,2,1,1,0,2,0,0.666666666666667,0,0.333333333333333,2,0,2,0.333333333333333,1.33333333333333,0,0,2,NA,NA,1,2,2,1,1,1,1,2,1,1,0.666666666666667,1,0,1.66666666666667,1.33333333333333,0.333333333333333,2,1.66666666666667,0,0,1,NA,NA,NA,0,15,30
"3701","Grenada",2001,308,55,55,308,419,29,NA,8,16,6,11,12,2,2,2,2,0,NA,2,2,2,2,2,2,1,3,NA,2,2,2,2,2,0,1,NA,2,NA,2,NA,2,2,2,2,2,0,2,NA,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,0,0,2,1,2,2,NA,NA,3,2,2,2,NA,NA,1,2,38,76
"3702","Madagascar",2001,416,580,580,450,2,14,NA,7,12,4,5,9,2,2,2,1,0,NA,2,2,2,1,2,1,2,2,NA,1,1,1,1,0,0,1,1,1,NA,1,NA,1,1,1,2,2,1,1,2,0,2,2,2,1,NA,1,1.66666666666667,2,2,1.66666666666667,2,2,NA,NA,2,1,1,1,1,2,1,2,0,1,0,1,1,1,1,2,1.33333333333333,NA,NA,1,1,1,NA,NA,2,28,56
"3703","Cuba",2001,233,40,40,192,419,29,NA,5,5,0,3,4,2,2,0,1,0,NA,0,1,1,0,0,0,2,2,NA,0,0,1,0,1,1,0,2,0,NA,0,NA,0,0,1,0,1,1,1,2,0,1.66666666666667,2,0,0.666666666666667,NA,0,0,1,1,0,0,2,NA,NA,2,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,2,0,0,0,1,1,NA,NA,2,16,32
"3704","Guyana",2001,320,110,110,328,419,5,NA,6,13,6,7,8,2,1,2,1,0,NA,2,2,2,2,2,2,2,2,NA,1,2,1,2,1,0,0,1,1,NA,1,NA,1,2,1,2,1,0,1,0,3,1.33333333333333,2,2,1,NA,1.66666666666667,2,2,2,2,1.66666666666667,2,NA,NA,1.66666666666667,1,1,2,2,2,2,1,1,0.333333333333333,0,1,0,1,1,0,1,2.66666666666667,1,1,1,1,NA,NA,2,31,62
"3705","Djibouti",2001,248,522,522,262,2,14,NA,6,9,2,2,8,2,1,2,1,0,NA,0,0,0,1,1,1,1,1,NA,0,0,0,2,0,0,0,NA,0,NA,1,NA,1,1,1,2,2,0,1,NA,2,NA,NA,NA,NA,NA,NA,1,0,0.333333333333333,NA,NA,NA,NA,NA,NA,1,0,1,0,2,2,2,0,0,0,1,0,1,0,NA,NA,1.33333333333333,0.333333333333333,0,NA,NA,NA,NA,2,13,26
"3706","Liberia",2001,398,450,450,430,2,11,NA,1,4,3,2,9,0,0,1,0,1,2,2,1,0,0,0,1,1,2,NA,1,1,0,0,0,0,0,2,0,NA,0,NA,1,1,1,2,2,1,1,0,2,0,0,0.666666666666667,0,2.33333333333333,0.333333333333333,1.33333333333333,0,1,2,0.333333333333333,2,NA,NA,1,1,1,1,1,2,0,2,0,1,0,1,0,1,0,0,2,1.66666666666667,0.333333333333333,0,1,NA,NA,NA,0,10,20
"3707","Belgium",2001,149,211,211,56,150,155,NA,7,14,4,14,14,2,2,2,1,0,NA,2,2,2,1,2,1,2,2,NA,2,2,2,2,2,2,2,0,2,NA,3,NA,2,2,2,2,2,2,2,2,3,2,2,2,1.33333333333333,NA,1,1,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.666666666666667,2.66666666666667,2.66666666666667,2,1,1,NA,2,2,39,78
"3708","Guinea",2001,314,438,438,324,2,11,NA,3,6,2,4,9,1,1,1,0,0,NA,0,1,0,1,0,1,2,2,NA,1,1,1,1,0,0,0,0,0,NA,1,NA,2,1,1,2,2,0,1,2,2,0.666666666666667,1,0.666666666666667,0,NA,1,1,0,1,0,0.333333333333333,2,NA,NA,1.33333333333333,2,1,1,1,2,1.33333333333333,2,0,0,0,1,0,1,0.333333333333333,2,0.333333333333333,2.66666666666667,0.666666666666667,0,1,1,NA,NA,2,14,28
"3709","Nauru",2001,470,970,970,520,9,57,NA,8,15,6,4,6,2,2,2,2,0,NA,2,2,2,2,2,2,2,1,NA,0,0,1,2,1,0,0,NA,2,NA,1,NA,1,0,1,2,1,0,1,NA,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,0,0,0,2,2,1,1,0,0,1,0,1,1,NA,NA,NA,NA,2,NA,1,NA,NA,2,29,58
"3710","Thailand",2001,626,800,800,764,142,35,NA,4,8,4,1,8,2,0,1,1,0,NA,2,2,2,1,2,1,2,2,NA,0,0,1,0,0,0,0,0,1,NA,0,NA,1,1,1,1,2,1,1,2,2,1,2,1,1,NA,1,1,2,2,1.66666666666667,1.66666666666667,2,NA,NA,2,1,0,1,0,1,0,2,0,1,0,1,0,1,0.666666666666667,2,0,NA,NA,1,1,1,NA,NA,2,20,40
"3711","Malaysia",2001,422,820,820,458,142,35,NA,5,7,1,4,7,2,1,1,1,0,NA,0,1,1,1,1,0,2,2,NA,0,0,1,2,0,0,1,0,1,NA,1,NA,1,1,1,1,1,1,1,1,0,1,1.66666666666667,0.666666666666667,0.666666666666667,NA,1,0,1,1,0,1,2,NA,NA,2,1,0,1,0,1,2,1,0,1,0,1,1,1,1,1.33333333333333,0,NA,NA,1,1,1,NA,NA,2,18,36
"3712","Australia",2001,125,900,900,36,9,53,NA,7,16,6,13,11,2,2,2,1,0,NA,2,2,2,2,2,2,2,2,NA,2,1,2,2,2,2,2,1,2,NA,3,NA,2,1,2,0,2,2,2,1,3,2,2,2,1,NA,2,2,2,2,2,2,2,NA,NA,2,2,2,1,1,0,2,2,2,2,2,2,2,2,2,1.33333333333333,0.333333333333333,3,3,2,1,1,NA,2,2,41,82
"3713","Vietnam",2001,677,816,818,704,142,35,NA,2,2,0,3,8,1,1,0,0,0,NA,0,1,0,0,0,0,1,2,NA,0,0,1,0,0,1,1,0,0,NA,0,NA,0,1,1,2,1,1,2,1,3,1.33333333333333,1.66666666666667,0,0.333333333333333,NA,0,0,0,0.666666666666667,0,0,2,NA,NA,1,0,0,1,0,2,0,1,0,1,0.666666666666667,1.66666666666667,1,1,1,1,0.333333333333333,NA,NA,0,1,NA,NA,NA,2,9,18
"3714","Central African Republic",2001,200,482,482,140,2,17,NA,2,6,3,6,9,2,0,0,0,1,2,1,1,0,1,2,1,1,2,NA,2,1,1,1,0,1,0,0,1,NA,1,NA,2,1,1,1,2,1,1,0,3,0.666666666666667,2,0.666666666666667,0,NA,1,1.66666666666667,0.333333333333333,1,1,1.33333333333333,2,NA,NA,1,2,2,1,1,1,1,2,0,1,1,1,0,1,1,0,1.33333333333333,3,0.666666666666667,1,1,NA,NA,NA,0,16,32
"3715","Czech Republic",2001,239,316,316,203,150,151,NA,8,13,4,12,12,2,2,2,2,0,NA,1,1,2,1,2,2,2,2,NA,1,2,2,2,2,2,1,0,2,NA,1,NA,2,1,2,2,2,1,2,2,3,2,2,2,1.66666666666667,NA,1,2,2,1.66666666666667,1.33333333333333,2,2,NA,NA,2,2,1,1,2,2,2,2,2,1,2,2,1,1.33333333333333,2,2,0.333333333333333,2.33333333333333,1.66666666666667,2,1,1,NA,NA,2,35,70
"3716","Jordan",2001,362,663,663,400,142,145,NA,5,7,2,6,7,2,2,0,1,0,NA,0,0,2,1,0,1,1,1,NA,1,1,0,1,1,1,1,2,1,NA,0,NA,1,1,1,1,1,1,1,1,1,1.33333333333333,2,0,1,NA,1,0.333333333333333,2,0,0,0,1,NA,NA,1,1,1,1,1,1,1.33333333333333,1,1,1,1,1,1,1,0,1,2,1,0,1,NA,NA,NA,NA,2,20,40
"3717","Kyrgyz Republic",2001,383,703,703,417,142,62,NA,6,9,3,5,9,2,2,1,1,0,NA,1,2,0,1,1,1,2,2,NA,2,1,1,0,0,1,0,0,0,NA,0,NA,2,0,1,2,1,1,2,2,3,2,2,1,1,NA,0.666666666666667,1,0.333333333333333,1.33333333333333,1,0.666666666666667,2,NA,NA,2,2,2,0,1,2,0.666666666666667,1.33333333333333,0,1,1,1.66666666666667,0,1,1,2,0,2.66666666666667,0,0,1,1,NA,NA,2,21,42
"3718","Burkina Faso",2001,179,439,439,854,2,11,NA,4,9,4,9,11,2,0,2,0,1,1,1,2,2,1,1,2,0,2,NA,2,2,1,1,1,1,1,0,0,NA,1,NA,2,1,2,2,2,1,1,0,3,0.666666666666667,2,1.66666666666667,0.333333333333333,NA,1,2,2,2,1.33333333333333,1,2,NA,NA,0,2,2,1.66666666666667,2,2,1.33333333333333,2,1,1,1,1,0.666666666666667,2,1.33333333333333,1,0.333333333333333,2.33333333333333,1,0,1,NA,NA,NA,0,23,46
"3719","Indonesia",2001,338,850,850,360,142,35,NA,1,2,1,3,9,0,0,1,0,1,2,0,1,1,1,2,0,1,2,NA,1,1,1,0,0,0,0,0,0,NA,0,NA,1,1,2,1,1,1,2,1,1,0,0,0.666666666666667,0,2.33333333333333,1,0,0.666666666666667,1,0,1.33333333333333,2,NA,NA,1,1,1,1,1,1.66666666666667,0,1,0,1,0,2,0,2,0.666666666666667,0.333333333333333,0,1.33333333333333,0,0,1,NA,NA,NA,0,10,20
"3720","Equatorial Guinea",2001,269,411,411,226,2,17,NA,3,4,1,4,10,2,1,0,0,0,NA,0,1,0,0,0,1,1,2,NA,0,0,0,2,1,1,0,NA,0,NA,0,NA,1,2,2,2,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,1,0,2,0,2,2,1,1,1,1,1,0,2,0,NA,NA,2,0,0,1,NA,NA,NA,2,12,24
"3721","Azerbaijan",2001,131,373,373,31,142,145,NA,5,8,2,5,7,2,2,0,1,0,NA,1,1,1,1,1,0,1,2,NA,1,1,1,0,1,1,0,0,0,NA,1,NA,1,1,2,0,1,1,1,0,2,1.33333333333333,2,0.666666666666667,0.666666666666667,NA,0.666666666666667,0,1,1,1,0.666666666666667,2,NA,NA,1,1.33333333333333,1,1,0.333333333333333,0.666666666666667,0.666666666666667,1,1,1,1,1,0,2,1,0.333333333333333,0,1.66666666666667,0.333333333333333,0,1,NA,NA,NA,2,18,36
"3722","Eritrea",2001,272,531,531,232,2,14,NA,4,5,1,6,10,1,2,0,1,0,NA,1,1,1,0,0,0,1,2,NA,1,2,1,1,0,0,1,2,1,NA,0,NA,1,2,1,2,2,0,2,0,1,1.66666666666667,1.33333333333333,0.333333333333333,1.33333333333333,NA,0.333333333333333,0,1.66666666666667,1,1.33333333333333,0.666666666666667,2,NA,NA,1,1.33333333333333,1.33333333333333,2,2,2,1.33333333333333,2,0,0,0,2,1,1,1,0,2,0.333333333333333,0,1,1,NA,NA,NA,2,19,38
"3723","Liechtenstein",2001,404,223,223,438,150,155,NA,8,17,6,9,9,2,2,2,2,0,NA,2,2,2,2,2,2,2,2,NA,1,2,0,2,2,0,2,NA,2,NA,3,NA,1,2,0,2,2,0,2,NA,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,0,0,2,2,0,0,NA,NA,3,3,2,1,1,NA,2,2,37,74
